"Copy of Plane Section: Direction [1,0,0] (m)","Copy of Plane Section: Pressure (Pa)"
0.2081817905643265,534.6555516374472
0.210781725900229,535.5370309083416
0.21321443149446173,530.2667177132148
0.21486715033485893,517.7676551396277
0.21583769734872532,506.74680629405754
0.21653244877763225,495.8058715521813
0.21697287218432465,490.2489678194903
0.21727926760615515,489.4375596582181
0.21747987167932964,484.4125137916766
0.21769102350181263,476.308154485213
0.21811158688298596,403.43660393795426
0.21786124530826012,459.66058968175463
0.21795830583644296,445.2439505295221
0.21808345712588292,420.49413620013746
0.21813090105482386,393.1638247742596
0.19722182432742286,-1114.03940817154
0.21814608863690188,366.6375532145236
0.21803541809805227,429.80413822315165
0.1995001972827659,-1050.5573970297842
0.21816225042593373,315.3696484946576
0.2016149972608005,-1073.95573941808
0.21817549641367928,246.82116096332038
0.20361630765375816,-984.6926303113155
0.2181880696516464,177.80896920420122
0.21820354692786814,127.09891439813734
0.20554585450097068,-918.4738205634546
0.218217789043193,128.2311271552335
0.20763295918369012,-804.0356718837112
0.21823246647140973,122.25822522844427
0.21824659711752187,108.84381781404576
0.21825752642157714,84.46337839377132
0.20989001159401371,-646.2068854329947
0.21825623702523841,97.78518479549851
0.21825194697679046,83.63342953999795
0.21823440414512288,66.62364500016695
0.2117811123279038,-519.7810164146348
0.21824336799301686,82.90269444774415
0.21819572572043316,43.970625604013826
0.21329446648348444,-454.1692593088251
0.21809371118545337,5.381052065114764
0.21467906635636408,-350.621563867959
0.21783986071341865,-35.55272819383722
0.21594951815784552,-235.16349108570597
0.21683917652457968,-149.82197762870757
0.21738763791735286,-91.8340125652811
0.205478608490131,539.5427464824226
0.20250237792018458,538.454489879441
0.1993121575567793,534.4065124790925
0.19570831680138728,532.5607903052588
0.1918197686466967,527.5237780697245
0.18915893453706548,527.3766263102239
0.18811277034204427,528.8470559582502
0.18338122660181938,615.0736544164813
0.18341302820126407,611.0244872097713
0.1834222890278093,609.2126167195593
0.18441478920684604,579.7334265835411
0.1863654820943487,542.4812214823494
0.18727400932791263,534.0768450912971
0.18410129414111417,591.1708754138969
0.18328306535916372,621.378655036145
0.18333189348416376,620.2015568364344
0.1834320846941141,605.2209316899101
0.1848863941861034,567.6771616344134
0.18561066624357608,553.3664882414342
0.18381276830250515,601.0868025118929
0.18318229315524598,605.5666826428121
0.183236890998833,618.1866067523258
0.183607388285314,607.6052176219005
0.18344687821588643,601.4038420782026
0.1834998247435251,232.26490422793327
0.18348974085537173,593.542266408614
0.18351915064251034,594.7340164673793
0.18346968299541133,597.7548248339156
0.18316168492155702,391.83570142015185
0.18313369050735906,434.9974059509395
0.18311866672454427,491.44543066337684
0.18313243154310432,553.8733063125759
0.18346830929545255,182.75535598335588
0.1833573258103643,202.79822639377673
0.18322424214526256,352.04650907125205
0.18351740054544335,232.51357254468942
0.186294617738094,-1348.5712119377515
0.18350443633754143,592.1201093476622
0.18355063897871043,236.30525299096843
0.18840703745604043,-1417.5655697103205
0.1930381075521415,-340.27326032167656
0.1835926491682018,225.4302291619552
0.19287952778377207,-211.80895483270436
0.18951933344887845,-1374.306367963272
