"Copy of Plane Section: Direction [1,0,0] (m)","Copy of Plane Section: Pressure (Pa)"
0.2081817905643265,1485.7283816233091
0.210781725900229,1489.745758607691
0.21321443149446173,1474.6726234676955
0.21486715033485893,1440.8349287007236
0.21583769734872532,1410.2514970951595
0.21653244877763225,1382.784472490765
0.21697287218432465,1368.7277616474312
0.21727926760615515,1367.4936539916473
0.21747987167932964,1353.5861602681653
0.21769102350181263,1330.680952712765
0.21811158688298596,1149.8928094661387
0.21786124530826012,1286.466549180755
0.21795830583644296,1249.0763413101326
0.21808345712588292,1197.04117852814
0.21813090105482386,1122.1621516257285
0.19722182432742286,-3122.6507200451806
0.21814608863690188,1048.1590301152414
0.21803541809805227,1213.0651289017378
0.1995001972827659,-2960.6480139618957
0.21816225042593373,903.4946460453067
0.2016149972608005,-3033.519946668936
0.21817549641367928,718.191999464427
0.20361630765375816,-2787.4687218950794
0.2181880696516464,535.857424828604
0.21820354692786814,392.37610564826537
0.20554585450097068,-2606.5879410000794
0.218217789043193,393.97583315828234
0.20763295918369012,-2286.0972454203534
0.21823246647140973,372.4575182360247
0.21824659711752187,325.7453218956059
0.21825752642157714,232.43464801606572
0.20989001159401371,-1842.485618948008
0.21825623702523841,283.47694961124205
0.21825194697679046,232.44142003935943
0.21823440414512288,187.34441476649693
0.2117811123279038,-1487.472195711928
0.21824336799301686,232.5709260078848
0.21819572572043316,116.35424362298885
0.21329446648348444,-1307.4147901057681
0.21809371118545337,-2.865053183790371
0.21467906635636408,-1017.1811636479234
0.21783986071341865,-122.67035600246373
0.21594951815784552,-692.5411751890807
0.21683917652457968,-450.7350229420489
0.21738763791735286,-285.67608707898034
0.205478608490131,1498.847845226488
0.20250237792018458,1496.3629352003886
0.1993121575567793,1484.8256877046097
0.19570831680138728,1479.8968590136687
0.1918197686466967,1465.7171853728933
0.18915893453706548,1464.8235617585924
0.18811277034204427,1468.705951417074
0.18338122660181938,1703.3446914649503
0.18341302820126407,1691.1785893562771
0.1834222890278093,1684.9975268432859
0.18441478920684604,1609.414998887353
0.1863654820943487,1505.3451651834732
0.18727400932791263,1482.8817805851786
0.18410129414111417,1640.9278204537013
0.18328306535916372,1721.092928086909
0.18333189348416376,1717.880531964659
0.1834320846941141,1675.2841550140604
0.1848863941861034,1575.738393668227
0.18561066624357608,1534.7413838705481
0.18381276830250515,1668.3502383913367
0.18318229315524598,1679.543460845887
0.183236890998833,1712.9609554764156
0.183607388285314,1686.0537437480584
0.18344687821588643,1665.8287506646816
0.1834998247435251,663.9425848385891
0.18348974085537173,1645.8700532422206
0.18351915064251034,1649.242067588005
0.18346968299541133,1656.5129656787624
0.18316168492155702,1083.9096081210764
0.18313369050735906,1198.9149767388462
0.18311866672454427,1354.4641556424167
0.18313243154310432,1527.1921888229745
0.18346830929545255,544.9346502044463
0.1833573258103643,575.3448044856987
0.18322424214526256,975.2254045227136
0.18351740054544335,665.9875889967707
0.186294617738094,-3831.609813248835
0.18350443633754143,1642.221389215516
0.18355063897871043,675.5364601485537
0.18840703745604043,-4038.4730035838807
0.1930381075521415,-923.3428125841817
0.1835926491682018,641.1258656520365
0.19287952778377207,-561.7998429218112
0.18951933344887845,-3929.8318153670816
0.19313602446876732,-1263.508027431504
0.19308693567714152,-1023.5696992170742
0.19299119079066887,-763.4111895093132
0.18363401422348175,656.4424207756601
0.1926843926223022,-172.21127697885333
0.19255492288141074,-91.73650541716654
0.18380219787669794,232.12790015724894
0.19320626844968378,-1428.6767373441303
0.19315278709881145,-1805.1782731121214
0.1931015684405829,-1790.9104799912648
0.19057279401769078,-3835.393899419089
0.19322779353927666,-1045.1492248346917
0.19318697713573363,-1274.6447303086657
0.18369098207405055,405.3098859863845
0.1836602028749043,560.99069937259
0.19250270569173955,-43.11592198383852
0.18402128587189748,111.79959245284144
0.19309558689334125,-1718.0227732001206
0.19311430796069928,-1811.1239621554482
0.19324220482633836,-1415.6047966635895
0.19324311245183434,-1355.1660239177102
0.19150452598311982,-3329.8343873531953
0.19242992484453786,-2454.810544346741
0.1926193424241086,-2245.5825868177326
0.19308448932245753,-1696.6427769056506
0.1907344643086859,583.0622793094542
0.19242080766232414,-66.45597882292914
0.19229224794291105,30.562215302867184
0.19135611381754264,470.69880076184387
0.19193433112491992,277.4309997592914
0.18448626792013445,-57.04924720922387
0.19213479455344729,-2774.7986206081337
0.19280353651725735,-2028.4454213040929
0.19295980115404815,-1819.6672395223654
0.19307007313671876,-1642.0258148699656
0.19305897039237202,-1651.08981357891
0.1930295339531169,-1692.0848792155998
0.19011909550986766,700.4403147678096
0.18507747692221066,-352.19802540557674
0.19304337588506593,-1680.117744476355
0.18915049030242037,797.3171480515035
0.17746597098208997,1240.6982529233346
0.1859394759923057,-670.7472850157113
0.1878470059766743,928.3478458493132
0.18024945597312445,1180.7017722583257
