"Copy of Plane Section: Direction [1,0,0] (m)","Copy of Plane Section: Pressure (Pa)"
0.06536370244433579,2455.7858996741415
0.06530487957838671,2387.005539871038
0.06701743623225495,-2394.496907621788
0.07838764283085006,1313.384595119684
0.06639630133826528,1964.8627035488544
0.06544827403411949,2482.789976079047
0.06528463880202798,2366.0073426274917
0.06510244520262524,1839.525466140604
0.0650832857882078,1827.954167152776
0.0664231972072278,-1741.6793096997894
0.07570456865016874,1260.4929302366145
0.06966719921268853,1484.815638150723
0.06647575566682645,1955.5489179230624
0.0665964805646314,1942.4304753893541
0.07107355667389949,1399.128752163605
0.06525844069370632,2320.0384439290647
0.06511323179115414,1895.4541563558146
0.06521654080908654,2255.3059904607157
0.06509235293454346,1844.2493066545314
0.06507478250423177,1767.3666246679174
0.06506552676242416,1149.4231153354265
0.06551998428087585,-216.43083222832956
0.06593577825069948,-983.8924963925018
0.07310490013711257,1291.1763769533497
0.06829810263649372,1631.4612860497589
0.06713067127082675,1821.6989524864666
0.06513015727939389,2014.0688528358899
0.0651646606714048,2111.4229962533686
0.06506192760424728,1707.5941076203944
0.06504981742550242,1593.7444686308436
0.06504513762670855,1432.5890978907605
0.06525434882127777,319.2129042671043
0.06513578256514052,697.6358177872758
