"Copy of Plane Section: Direction [1,0,0] (m)","Copy of Plane Section: Pressure (Pa)"
0.2081817905643265,2139.5825527202637
0.210781725900229,2145.893281650198
0.21321443149446173,2124.177046007375
0.21486715033485893,2075.799130936133
0.21583769734872532,2031.833843972895
0.21653244877763225,1993.4463185734485
0.21697287218432465,1973.8287321561595
0.21727926760615515,1972.4349687634415
0.21747987167932964,1952.547657322876
0.21769102350181263,1919.2618486926865
0.21811158688298596,1671.005371510123
0.21786124530826012,1856.672433191669
0.21795830583644296,1803.498897120288
0.21808345712588292,1735.665180848955
0.21813090105482386,1627.8393911941291
0.19722182432742286,-4508.382874779809
0.21814608863690188,1519.754419546798
0.21803541809805227,1754.970362633168
0.1995001972827659,-4281.6552894602
0.21816225042593373,1312.0152227004216
0.2016149972608005,-4392.479306657251
0.21817549641367928,1049.5070892718502
0.20361630765375816,-4038.133300762882
0.2181880696516464,790.7207340631473
0.21820354692786814,582.7421786247112
0.20554585450097068,-3778.1259699552306
0.218217789043193,584.3727353831321
0.20763295918369012,-3315.770926810786
0.21823246647140973,551.1751467981314
0.21824659711752187,479.6293064695605
0.21825752642157714,332.47848275889913
0.20989001159401371,-2674.63305602444
0.21825623702523841,413.0251854436931
0.21825194697679046,333.4480234205299
0.21823440414512288,270.20269624112893
0.2117811123279038,-2161.813111029225
0.21824336799301686,334.8783280031373
0.21819572572043316,164.34989110319466
0.21329446648348444,-1903.4346142736597
0.21809371118545337,-12.890966794365317
0.21467906635636408,-1484.4274605780286
0.21783986071341865,-188.15107966123932
0.21594951815784552,-1015.22436815868
0.21683917652457968,-664.9515354846343
0.21738763791735286,-425.6115009643981
0.205478608490131,2158.2424596756714
0.20250237792018458,2154.8146257646026
0.1993121575567793,2138.1068184700907
0.19570831680138728,2131.130221477482
0.1918197686466967,2110.684468168615
0.18915893453706548,2109.156908712023
0.18811277034204427,2114.633513235846
0.18338122660181938,2451.967034645358
0.18341302820126407,2433.0408573811674
0.1834222890278093,2423.5752113017825
0.18441478920684604,2317.0808381488982
0.1863654820943487,2166.7350324464724
0.18727400932791263,2134.8030958383088
0.18410129414111417,2362.3360832521394
0.18328306535916372,2475.3413443012532
0.18333189348416376,2471.479554453938
0.1834320846941141,2409.7766583782004
0.1848863941861034,2268.460768579819
0.18561066624357608,2208.9816881910447
0.18381276830250515,2401.8340765247654
0.18318229315524598,2416.446874107708
0.183236890998833,2464.5170873967013
0.183607388285314,2426.9628173272017
0.18344687821588643,2396.599074089388
0.1834998247435251,992.4078237579216
0.18348974085537173,2368.604426113451
0.18351915064251034,2373.4852882873465
0.18346968299541133,2383.4966046248355
0.18316168492155702,1557.0057632403957
0.18313369050735906,1721.4552047537397
0.18311866672454427,1945.054494877722
0.18313243154310432,2193.6713861283692
0.18346830929545255,891.1609986145342
0.1833573258103643,842.2098183890654
0.18322424214526256,1400.67336583169
0.18351740054544335,973.3460112586257
0.186294617738094,-5557.835267020599
0.18350443633754143,2363.468222395957
0.18355063897871043,981.9088517780074
0.18840703745604043,-5863.075056872593
0.1930381075521415,-1315.306436144637
0.1835926491682018,926.3228897601834
0.19287952778377207,-798.4833408805073
0.18951933344887845,-5713.696448529008
0.19313602446876732,-1800.8788571648547
0.19308693567714152,-1449.5847622226006
0.19299119079066887,-1081.9739338063032
0.18363401422348175,949.3693363799932
0.1926843926223022,-246.57479694769182
0.19255492288141074,-121.04174923092165
0.18380219787669794,346.64815986301903
0.19320626844968378,-2053.4475540031
0.19315278709881145,-2623.237818824471
0.1931015684405829,-2611.192407306849
0.19057279401769078,-5580.730724238151
0.19322779353927666,-1465.0347727716473
0.19318697713573363,-1802.9255317289094
0.18369098207405055,594.597693713685
0.1836602028749043,815.3670957445347
0.19250270569173955,-57.60489949276587
0.18402128587189748,170.2489755854215
0.19309558689334125,-2487.953481446341
0.19311430796069928,-2635.025854722658
0.19324220482633836,-2010.1049409973014
0.19324311245183434,-1920.0990614852458
0.19150452598311982,-4835.666823613208
0.19242992484453786,-3559.2349829847894
0.1926193424241086,-3252.0378698940444
0.19308448932245753,-2452.5740122908473
0.1907344643086859,842.6687545257439
0.19242080766232414,-90.18652018504825
0.19229224794291105,49.815711470855966
0.19135611381754264,681.3096223900598
0.19193433112491992,403.4266017178374
0.18448626792013445,-84.11607773623264
0.19213479455344729,-4023.745436437692
0.19280353651725735,-2931.501048690335
0.19295980115404815,-2624.526921100095
0.19307007313671876,-2369.1704020005313
0.19305897039237202,-2382.422038522058
0.1930295339531169,-2439.3820922551527
0.19011909550986766,1011.2144671359588
0.18507747692221066,-510.35419616677405
0.19304337588506593,-2422.9231749381997
0.18915049030242037,1150.0912268801437
0.17746597098208997,1787.0426043487105
0.1859394759923057,-968.1895699297385
0.1878470059766743,1338.557065615666
0.18024945597312445,1700.6556794315916
0.18718851208591036,-1502.0029080968882
0.18581032682949972,1480.4114671285213
0.1830188860509186,1612.3303166016801
0.18848825838246921,-2098.4257028912975
0.19468562476883933,-4170.153598986762
0.18981391503266667,-2581.4203032618243
0.1926017519110495,-3261.865981466329
0.19118878905439896,-3086.738922112272
0.07636451966209656,-5864.738125030751
0.07911659346901549,-6255.640014411248
0.08208308787379567,-6321.897512178671
0.08490095352762989,-6637.795960928505
0.08682833628054865,-6700.951067102935
0.08818413271135189,-6917.75388308616
0.09018931879526068,-6905.497625817321
0.0926936741409741,-6626.979607345334
0.09516255058621302,-6926.847288800677
0.09776309201567113,-6674.307740576276
0.10049004462627811,-6481.651971702743
0.10321850835252862,-6478.600489015257
0.10597143770067227,-6421.736171312381
0.10871070825311234,-6565.307971841083
0.11145315392340482,-6461.28970411771
0.11419826569878626,-6662.280856645835
0.11694603704658182,-6472.324968321331
0.11970139850079553,-6548.777641745553
0.12246585795361643,-6405.03471610423
0.12525475645588632,-6393.477092600383
0.12803618353691493,-6269.7885538181245
0.13080930900853038,-6208.104727874612
0.13359447806894084,-6198.0424176239185
0.13639775221774886,-6022.323370548803
0.1392473574644404,-5984.330549314696
0.14214600757811083,-5802.967843480401
0.14501467815788527,-5822.843669781465
0.14786484708936457,-5669.686684734971
0.15075259882450703,-5678.8317947831265
0.15366841413967003,-5579.932348282329
0.1564864150761101,-5625.045645131524
0.15929649902436777,-5577.701879025824
0.16228081756051754,-5586.241252043292
0.16775025167250585,-5522.024267749573
0.16525780840055382,-5534.130520280742
0.16938744541478012,-5542.090003186229
0.17111867816878185,-5436.4116781646635
0.17283438367580262,-5438.536689757865
0.17450237031582033,-5482.705468677144
0.17625044983666333,-5436.575779954076
0.17787256697054807,-5353.494183242947
0.1797214246137532,-5307.581961656635
0.18130433205197533,-5428.944470513969
0.1833673434069748,-5454.6953608990625
0.1745560889835787,1863.7398361731878
0.17147529491883673,1922.4232181673585
0.16824245507854474,1950.9671929158737
0.1649526281508547,1990.7918235768027
0.1613399881167718,1994.8869060556847
0.15744593064739515,2002.5580116243134
0.15365673922285883,1998.1796361678057
0.1499302220569736,1992.1995759873155
0.14624627022931413,1992.0717128235174
0.14260704601702084,1978.056169563782
0.139002202304759,1975.1478634128503
0.13542118498622274,1957.2062183829782
0.1318657514297873,1946.2703514622078
0.12833150687108316,1927.0433770805917
0.12481884116619624,1910.4680376837605
0.12128004707833022,1893.5489960642017
0.1177944142842158,1871.5216114185052
0.11441024482148994,1857.3864272921521
0.11093523581673448,1824.5073963613197
0.10740036046248712,1799.3708949305803
0.10391975097996098,1755.529062693586
0.10054255801184103,1720.5323223365679
0.09743848567184085,1670.2722151990895
0.09450893164225875,1628.0006791251185
0.07465660398093288,-5502.749637512519
0.09163695614291327,1571.8349510408018
0.07346451109002312,-5279.949609832145
0.08890021337624165,1508.470064760791
0.07168114649918578,-4935.8646093153
0.08624584690245282,1448.8599028628605
0.06976854889287065,-4224.45977759816
0.08362789443074603,1394.8916846775846
0.06582576711645667,2158.8020949449738
0.06572759196091801,2227.493634799856
0.06630509173738754,1950.3293973566526
0.06592132970000567,2050.249728853562
0.06601939070854898,2042.7556977745821
0.06562397894221506,2345.083052530967
0.06737185062781756,-3163.301848652357
0.06776679736103819,-3163.301848652357
0.06850497984087088,-3163.301848652357
0.0810420477958324,1341.5812831091596
0.06627948017697938,1961.9053410053841
0.06633671169098444,1956.731649972545
0.06616796874999997,1997.7340201419888
0.06552566230679226,2460.7075099989447
