"Copy of Plane Section: Direction [1,0,0] (m)","Copy of Plane Section: Pressure (Pa)"
0.18613429582452717,-2122.0648148157525
0.18427665145739183,-2132.302220231754
0.18307824403356004,-2125.0660326736056
0.18125132791622406,-2129.144045709423
0.17944401707131444,-2148.989653694124
0.17822695696220286,-2152.1410269252815
0.17637983222324982,-2166.56435663087
0.1740276979695931,-2198.162221445791
0.17158590260369727,-2218.756347830979
0.16904005157877852,-2242.168014475857
0.16659704051048618,-2262.227686111579
0.16416391850042994,-2275.525796674879
0.16172477934386364,-2287.9482786117414
0.1592750595046783,-2300.210135055595
0.15681084445453441,-2308.596467518419
0.1543243553708218,-2316.046706299324
0.1518902534543387,-2335.3714488302094
0.14945855645179912,-2352.616193025349
0.14697279641982025,-2378.3121480300647
0.14449396425977135,-2406.091282498084
0.14204005749258758,-2441.175447542135
0.13960627295233868,-2477.918564276052
0.13715245884895166,-2512.371245939675
0.13470224995145472,-2548.5141137246014
0.17126261756188438,834.219579719257
0.16870991050403422,848.7358863700058
0.16605475099262135,858.7987605002324
0.1634245894601844,865.3265347689857
0.1608500153961153,868.9621225484356
0.15825538150999263,870.440832089238
0.15565123804175382,869.8475740190695
0.15306265695796248,868.5909600876122
0.15048906106204846,867.02741159714
0.2161936243968844,-134.54857435212168
0.19405185558576266,929.037502779632
0.21774708757829858,-17.26062571588683
0.21712080651050625,-41.78218495512398
0.2180145281782453,-13.120305351135253
0.1965075246509742,935.2703263358183
0.21814336206835902,-17.100291619987914
0.19914889164488825,937.3314013040301
0.21824744473175922,-20.91126604448974
0.21822096916141953,-20.91126604448974
0.20124586105944164,938.6346268802656
0.21825672694895526,-15.180640712150256
0.21825020284625052,9.117908866190158
0.20257471850769565,939.6486403014284
0.21824404564082645,15.657169729970176
0.21825694284413621,-5.179627067602057
0.2046073727742744,939.5215011669209
0.21823804893644266,18.64585340896183
0.20743134087709392,936.3203735155416
0.2182259336007344,16.480966848263083
0.21036298986816648,930.8173644529737
0.21821210849648479,13.256879871765577
0.21816689360403332,274.921450793821
0.21761319765434547,792.4117980997614
0.21305317172039173,916.0056908118727
0.2177893054814632,780.8157666272723
0.21820085504153366,-15.580083936883298
0.21819065910662735,42.04618635221946
0.2181804778689532,158.650757874293
0.21817122059420518,228.9490432470796
0.21816538948228964,327.9615156359991
0.2173027961156404,816.7155106467781
0.21678276997878754,834.5668897915757
0.21523011585646212,883.4142974979396
0.21790980253179817,750.7722620057739
0.21801359872889542,710.4335819746625
0.2181261994745669,623.6395978367626
0.2181619443595641,379.5930096560475
0.21815744732770698,448.46202668360405
0.21806950018995103,683.4868671274929
0.21629031102594937,845.8305910178673
0.21815098049928558,515.5427588139925
0.1479197411304886,865.3007375958413
0.14535124468307234,863.3203200287758
0.14277977496100736,860.9621112845571
