"Surface Pressure: Direction [1,0,0] (m)","Surface Pressure: Total Pressure (Pa)"
0.08490095352762989,-2925.37277994108
0.08682833628054865,-2951.9862598837494
0.08818413271135189,-3047.9460184898558
0.09018931879526068,-3044.710110647617
0.0926936741409741,-2920.471254836769
0.09516255058621302,-3053.9609883465
0.09776309201567113,-2942.975356558417
0.10049004462627811,-2858.3451461570617
0.10321850835252862,-2858.228360662867
0.10597143770067227,-2833.6654779305486
0.10871070825311234,-2896.9396777974503
0.11145315392340482,-2850.881635084256
0.11419826569878626,-2939.325023164147
0.11694603704658182,-2855.4126151068217
0.11970139850079553,-2889.5147088835415
0.12246585795361643,-2826.1796872708123
0.12525475645588632,-2821.1766832239437
0.12803618353691493,-2766.683136918262
0.13080930900853038,-2739.403258194451
0.13359447806894084,-2734.8331444748583
0.13639775221774886,-2656.9928983497657
0.1392473574644404,-2640.598653658067
0.14214600757811083,-2560.8149387956464
0.14501467815788527,-2568.741803085278
0.14786484708936457,-2501.4122057731765
0.15075259882450703,-2504.877737338973
0.15366841413967003,-2460.8670407147615
0.1564864150761101,-2479.970770649292
0.15929649902436777,-2458.4275654263492
0.16228081756051754,-2461.4898626557906
0.16775025167250585,-2432.440196411817
0.16525780840055382,-2437.9343457181603
0.16938744541478012,-2440.7871858508083
0.17111867816878185,-2392.203525902147
0.17283438367580262,-2392.1515215553404
0.17450237031582033,-2409.423512706993
0.17625044983666333,-2387.8101639204187
0.17787256697054807,-2351.92138707691
0.1797214246137532,-2332.3417910748976
0.18130433205197533,-2384.6237785552116
0.1833673434069748,-2394.2939143960066
0.1745560889835787,827.5074225770971
0.17147529491883673,853.3672885945
0.16824245507854474,866.0355084290937
0.1649526281508547,883.4682555433412
0.1613399881167718,885.3700117026111
0.15744593064739515,888.7501978530244
0.15365673922285883,886.8943109692215
0.1499302220569736,884.2915526392185
0.14624627022931413,884.174159878087
0.14260704601702084,878.0440985290275
0.139002202304759,876.6733074989655
0.13542118498622274,868.7632389508268
0.1318657514297873,863.8844757973848
0.12833150687108316,855.3983900692791
0.12481884116619624,848.010079955745
0.12128004707833022,840.4487751832335
0.1177944142842158,830.6214386645241
0.11441024482148994,824.2448280284087
0.11093523581673448,809.6024052022447
0.10740036046248712,798.4331669652835
0.10391975097996098,778.8472162296605
0.10054255801184103,763.0866247450778
0.09743848567184085,740.6740773051057
0.09450893164225875,721.6495490348002
0.07465660398093288,-2418.634823926192
0.09163695614291327,696.5021624970219
0.07346451109002312,-2319.808965001989
0.08890021337624165,667.9626171813179
0.07168114649918578,-2165.5599637746814
0.08624584690245282,641.0802690618431
0.06976854889287065,-1848.9359627250835
0.08362789443074603,616.800204204754
0.06582576711645667,950.8694924923157
0.06572759196091801,982.2773756043663
0.06630509173738754,855.6456152640453
0.06592132970000567,898.2833090460547
0.06601939070854898,895.9134965106989
0.06562397894221506,1038.2391583163683
0.06737185062781756,-1375.6109227136226
0.06776679736103819,-1375.6109227136226
0.06850497984087088,-1375.6109227136226
0.0810420477958324,592.21128917404
0.06627948017697938,860.410569886839
0.06633671169098444,857.9705012527638
0.06616796874999997,875.5092176983713
0.06552566230679226,1094.6017265326864
0.06536370244433579,1097.5096251031837
0.06530487957838671,1070.7986663144095
0.06701743623225495,-1030.305807666257
0.07838764283085006,578.9971651958537
0.06639630133826528,861.7786258079559
0.06544827403411949,1107.0699605925174
0.06528463880202798,1061.393041419319
0.06510244520262524,837.726148764722
0.0650832857882078,834.8541953239685
0.0664231972072278,-738.9761731518811
0.07570456865016874,554.6472061310935
0.06966719921268853,652.344317193395
0.06647575566682645,858.9700958801086
0.0665964805646314,853.0783340929765
0.07107355667389949,615.726930964998
0.06525844069370632,1040.4173241054282
0.06511323179115414,862.5319796985335
0.06521654080908654,1015.3502762152874
0.06509235293454346,840.5402315678281
0.06507478250423177,806.6006067014871
0.06506552676242416,525.8366729953474
0.06551998428087585,-68.26840161939741
0.06593577825069948,-406.67573495956333
0.07310490013711257,567.024277745198
0.06829810263649372,715.0267098712658
0.06713067127082675,798.1979033415217
0.06513015727939389,915.1491016950812
0.0651646606714048,955.764000792293
0.06506192760424728,779.3502835586463
0.06504981742550242,727.3738167385045
0.06504513762670855,658.254286637443
0.06525434882127777,166.1323692507155
0.06513578256514052,330.8796386472469
